"Outcome","Gene","Study","Coef","SE","N","Pval","Cancer_type","Treatment","FDR"
"OS","PredictIO_Bareche","ICB_small_Mariathasan",-0.684,0.149,195,4.33804373375853e-06,"Bladder","PD-1/PD-L1",0.000104113049610205
"OS","Teff-IFNG_Fehrenbacher","ICB_small_Mariathasan",-0.608,0.179,195,0.000685055196103265,"Bladder","PD-1/PD-L1",0.00822066235323918
"OS","IFN_Ayers","ICB_small_Mariathasan",-0.304,0.093,195,0.00109981832128378,"Bladder","PD-1/PD-L1",0.00879854657027021
"OS","Chemokine_Messina","ICB_small_Mariathasan",-0.555,0.188,195,0.00317539641024219,"Bladder","PD-1/PD-L1",0.0092339649854153
"OS","CYT_Davoli","ICB_small_Mariathasan",-0.512,0.174,195,0.00325033007638761,"Bladder","PD-1/PD-L1",0.0092339649854153
"OS","M1_Hwang","ICB_small_Mariathasan",-1.277,0.43,195,0.00296376616933182,"Bladder","PD-1/PD-L1",0.0092339649854153
"OS","PassON_Du","ICB_small_Mariathasan",-2.005,0.686,195,0.00346273686953074,"Bladder","PD-1/PD-L1",0.0092339649854153
"OS","TIS_Damotte","ICB_small_Mariathasan",-0.558,0.188,195,0.00303656377748705,"Bladder","PD-1/PD-L1",0.0092339649854153
"OS","VIGex_Hernando-Calvo","ICB_small_Mariathasan",-0.553,0.184,195,0.00267275085638399,"Bladder","PD-1/PD-L1",0.0092339649854153
"OS","CCL5-CXCL9_Dangaj","ICB_small_Mariathasan",-0.53,0.19,195,0.00541610556055971,"Bladder","PD-1/PD-L1",0.00928475238953093
"OS","Inflammatory_Thompson","ICB_small_Mariathasan",-0.519,0.184,195,0.00477028056967462,"Bladder","PD-1/PD-L1",0.00928475238953093
"OS","IRG_Ayers","ICB_small_Mariathasan",-0.263,0.094,195,0.00506520213743204,"Bladder","PD-1/PD-L1",0.00928475238953093
"OS","PDL1_Nishino","ICB_small_Mariathasan",-0.525,0.184,195,0.00431622960458912,"Bladder","PD-1/PD-L1",0.00928475238953093
"OS","Teff_McDermott","ICB_small_Mariathasan",-0.521,0.181,195,0.00387881560194208,"Bladder","PD-1/PD-L1",0.00928475238953093
"OS","IPRES_Hugo","ICB_small_Mariathasan",1.987,0.819,195,0.015235496150037,"Bladder","PD-1/PD-L1",0.0243767938400591
"OS","IPSOV_Shen","ICB_small_Mariathasan",-2.459,1.103,195,0.0258317959966636,"Bladder","PD-1/PD-L1",0.0387476939949954
"OS","CYT_Rooney","ICB_small_Mariathasan",-0.36,0.168,195,0.0322262842203273,"Bladder","PD-1/PD-L1",0.0429683789604364
"OS","MHC-I_Liu","ICB_small_Mariathasan",-0.765,0.355,195,0.0311821622177275,"Bladder","PD-1/PD-L1",0.0429683789604364
"OS","EMTstroma_Wang","ICB_small_Mariathasan",0.328,0.196,195,0.0931259267873139,"Bladder","PD-1/PD-L1",0.117632749626081
"OS","EMT_Thompson","ICB_small_Mariathasan",-0.248,0.204,195,0.224722400562478,"Bladder","PD-1/PD-L1",0.269666880674974
"OS","TUMOR-VASCULATURE-UP_Lu","ICB_small_Mariathasan",0.375,0.412,195,0.363296316255179,"Bladder","PD-1/PD-L1",0.415195790005919
"OS","IPS_Charoentong","ICB_small_Mariathasan",-0.059,0.091,195,0.513640518669837,"Bladder","PD-1/PD-L1",0.560335111276186
"OS","IMS_Cui","ICB_small_Mariathasan",0.06,0.226,195,0.791312253572924,"Bladder","PD-1/PD-L1",0.825717134163051
"OS","COX-IS_Bonavita","ICB_small_Mariathasan",-0.012,0.075,195,0.870768359491007,"Bladder","PD-1/PD-L1",0.870768359491007
